x_mm,y_mm,temperature_c
68.737192,-500.000000,20.000000
68.995336,-500.000000,20.000000
70.286039,-500.000000,20.000000
75.126792,-500.000000,20.000000
80.036564,-500.000000,20.000000
82.794312,-500.000000,20.000000
86.185408,-500.000000,20.000000
91.995336,-500.000000,20.000000
93.286039,-500.000000,20.000000
103.036564,-500.000000,20.000000
105.264652,-500.000000,20.000000
109.185408,-500.000000,20.000000
116.286039,-500.000000,20.000000
128.159744,-500.000000,20.000000
128.264652,-500.000000,20.000000
132.185408,-500.000000,20.000000
151.159744,-500.000000,20.000000
151.264652,-500.000000,20.000000
153.159744,-500.000000,20.000000
174.159744,-500.000000,20.000000
176.159744,-500.000000,20.000000
178.159744,-500.000000,20.000000
199.159744,-500.000000,20.000000
201.159744,-500.000000,20.000000
203.159744,-500.000000,20.000000
224.159744,-500.000000,20.000000
226.159744,-500.000000,20.000000
228.159744,-500.000000,20.000000
249.159744,-500.000000,20.000000
251.159744,-500.000000,20.000000
253.159744,-500.000000,20.000000
274.159744,-500.000000,20.000000
276.159744,-500.000000,20.000000
278.159744,-500.000000,20.000000
299.159744,-500.000000,20.000000
301.159744,-500.000000,20.000000
303.159744,-500.000000,20.000000
324.159744,-500.000000,20.000000
326.159744,-500.000000,20.000000
328.159744,-500.000000,20.000000
349.159744,-500.000000,20.000000
351.159744,-500.000000,20.000000
353.159744,-500.000000,20.000000
374.159744,-500.000000,20.000000
376.159744,-500.000000,20.000000
378.159744,-500.000000,20.000000
399.159744,-500.000000,20.000000
401.159744,-500.000000,20.000000
403.159744,-500.000000,20.000000
424.159744,-500.000000,20.000000
426.159744,-500.000000,20.000000
428.159744,-500.000000,20.000000
449.159744,-500.000000,20.000000
451.159744,-500.000000,20.000000
453.159744,-500.000000,20.000000
474.159744,-500.000000,20.000000
476.159744,-500.000000,20.000000
478.159744,-500.000000,20.000000
499.159744,-500.000000,20.000000
501.159744,-500.000000,20.000000
503.159744,-500.000000,20.000000
524.159744,-500.000000,20.000000
526.159744,-500.000000,20.000000
528.159744,-500.000000,20.000000
549.159744,-500.000000,20.000000
551.159744,-500.000000,20.000000
553.159744,-500.000000,20.000000
574.159744,-500.000000,20.000000
576.159744,-500.000000,20.000000
578.159744,-500.000000,20.000000
599.159744,-500.000000,20.000000
601.159744,-500.000000,20.000000
603.159744,-500.000000,20.000000
624.159744,-500.000000,20.000000
626.159744,-500.000000,20.000000
628.159744,-500.000000,20.000000
649.159744,-500.000000,20.000000
651.159744,-500.000000,20.000000
653.159744,-500.000000,20.000000
674.159744,-500.000000,20.000000
676.159744,-500.000000,20.000000
678.159744,-500.000000,20.000000
699.159744,-500.000000,20.000000
701.159744,-500.000000,20.000000
703.159744,-500.000000,20.000000
724.159744,-500.000000,20.000000
726.159744,-500.000000,20.000000
728.159744,-500.000000,20.000000
749.159744,-500.000000,20.000000
751.159744,-500.000000,20.000000
753.159744,-500.000000,20.000000
774.159744,-500.000000,20.000000
776.159744,-500.000000,20.000000
778.159744,-500.000000,20.000000
799.159744,-500.000000,20.000000
801.159744,-500.000000,20.000000
803.159744,-500.000000,20.000000
824.159744,-500.000000,20.000000
826.159744,-500.000000,20.000000
828.159744,-500.000000,20.000000
849.159744,-500.000000,20.000000
851.159744,-500.000000,20.000000
853.159744,-500.000000,20.000000
874.159744,-500.000000,20.000000
876.159744,-500.000000,20.000000
878.159744,-500.000000,20.000000
899.159744,-500.000000,20.000000
901.159744,-500.000000,20.000000
903.159744,-500.000000,20.000000
924.159744,-500.000000,20.000000
926.159744,-500.000000,20.000000
928.159744,-500.000000,20.000000
949.159744,-500.000000,20.000000
951.159744,-500.000000,20.000000
953.159744,-500.000000,20.000000
974.159744,-500.000000,20.000000
976.159744,-500.000000,20.000000
978.159744,-500.000000,20.000000
999.159744,-500.000000,20.000000
1001.159744,-500.000000,20.000000
1003.159744,-500.000000,20.000000
1024.159744,-500.000000,20.000000
1026.159744,-500.000000,20.000000
1028.159744,-500.000000,20.000000
1049.159744,-500.000000,20.000000
1051.159744,-500.000000,20.000000
1053.159744,-500.000000,20.000000
1074.159744,-500.000000,20.000000
1076.159744,-500.000000,20.000000
1078.159744,-500.000000,20.000000
1099.159744,-500.000000,20.000000
1100.000000,-500.000000,20.000000
-1100.000000,-498.649923,20.000000
-1098.581360,-498.649923,20.000000
-1096.581360,-498.649923,20.000000
-1094.581360,-498.649923,20.000000
-1073.581360,-498.649923,20.000000
-1071.581360,-498.649923,20.000000
-1069.581360,-498.649923,20.000000
-1048.581360,-498.649923,20.000000
-1046.581360,-498.649923,20.000000
-1044.581360,-498.649923,20.000000
-1023.581360,-498.649923,20.000000
-1021.581360,-498.649923,20.000000
-1019.581360,-498.649923,20.000000
-998.581360,-498.649923,20.000000
-996.581360,-498.649923,20.000000
-994.581360,-498.649923,20.000000
-973.581360,-498.649923,20.000000
-971.581360,-498.649923,20.000000
-969.581360,-498.649923,20.000000
-948.581360,-498.649923,20.000000
-946.581360,-498.649923,20.000000
-944.581360,-498.649923,20.000000
-923.581360,-498.649923,20.000000
-921.581360,-498.649923,20.000000
-919.581360,-498.649923,20.000000
-898.581360,-498.649923,20.000000
-896.581360,-498.649923,20.000000
-894.581360,-498.649923,20.000000
-873.581360,-498.649923,20.000000
-871.581360,-498.649923,20.000000
-869.581360,-498.649923,20.000000
-848.581360,-498.649923,20.000000
-846.581360,-498.649923,20.000000
-844.581360,-498.649923,20.000000
-823.581360,-498.649923,20.000000
-821.581360,-498.649923,20.000000
-819.581360,-498.649923,20.000000
-798.581360,-498.649923,20.000000
-796.581360,-498.649923,20.000000
-794.581360,-498.649923,20.000000
-773.581360,-498.649923,20.000000
-771.581360,-498.649923,20.000000
-769.581360,-498.649923,20.000000
-748.581360,-498.649923,20.000000
-746.581360,-498.649923,20.000000
-744.581360,-498.649923,20.000000
-723.581360,-498.649923,20.000000
-721.581360,-498.649923,20.000000
-719.581360,-498.649923,20.000000
-698.581360,-498.649923,20.000000
-696.581360,-498.649923,20.000000
-694.581360,-498.649923,20.000000
-673.581360,-498.649923,20.000000
-671.581360,-498.649923,20.000000
-669.581360,-498.649923,20.000000
-648.581360,-498.649923,20.000000
-646.581360,-498.649923,20.000000
-644.581360,-498.649923,20.000000
-623.581360,-498.649923,20.000000
-621.581360,-498.649923,20.000000
-619.581360,-498.649923,20.000000
-598.581360,-498.649923,20.000000
-596.581360,-498.649923,20.000000
-594.581360,-498.649923,20.000000
-573.581360,-498.649923,20.000000
-571.581360,-498.649923,20.000000
-569.581360,-498.649923,20.000000
-548.581360,-498.649923,20.000000
-546.581360,-498.649923,20.000000
-544.581360,-498.649923,20.000000
-523.581360,-498.649923,20.000000
-521.581360,-498.649923,20.000000
-519.581360,-498.649923,20.000000
-498.581360,-498.649923,20.000000
-496.581360,-498.649923,20.000000
-494.581360,-498.649923,20.000000
-473.581360,-498.649923,20.000000
-471.581360,-498.649923,20.000000
-469.581360,-498.649923,20.000000
-448.581360,-498.649923,20.000000
-446.581360,-498.649923,20.000000
-444.581360,-498.649923,20.000000
-423.581360,-498.649923,20.000000
-421.581360,-498.649923,20.000000
-419.581360,-498.649923,20.000000
-398.581360,-498.649923,20.000000
-396.581360,-498.649923,20.000000
-394.581360,-498.649923,20.000000
-373.581360,-498.649923,20.000000
-371.581360,-498.649923,20.000000
-369.581360,-498.649923,20.000000
-348.581360,-498.649923,20.000000
-346.581360,-498.649923,20.000000
-344.581360,-498.649923,20.000000
-323.581360,-498.649923,20.000000
-321.581360,-498.649923,20.000000
-319.581360,-498.649923,20.000000
-298.581360,-498.649923,20.000000
-296.581360,-498.649923,20.000000
-294.581360,-498.649923,20.000000
-273.581360,-498.649923,20.000000
-271.581360,-498.649923,20.000000
-269.581360,-498.649923,20.000000
-248.581360,-498.649923,20.000000
-246.581360,-498.649923,20.000000
-244.581360,-498.649923,20.000000
-223.581360,-498.649923,20.000000
-221.581360,-498.649923,20.000000
-219.581360,-498.649923,20.000000
-198.581360,-498.649923,20.000000
-196.581360,-498.649923,20.000000
-194.581360,-498.649923,20.000000
-173.581360,-498.649923,20.000000
-171.581360,-498.649923,20.000000
-169.581360,-498.649923,20.000000
-148.581360,-498.649923,20.000000
-146.581360,-498.649923,20.000000
-144.581360,-498.649923,20.000000
-123.581360,-498.649923,20.000000
-121.686268,-498.649923,20.000000
-121.581360,-498.649923,20.000000
-102.607025,-498.649923,20.000000
-98.686268,-498.649923,20.000000
-98.581360,-498.649923,20.000000
-86.707656,-498.649923,20.000000
-79.607025,-498.649923,20.000000
-75.686268,-498.649923,20.000000
-73.458181,-498.649923,20.000000
-63.707656,-498.649923,20.000000
-62.416952,-498.649923,20.000000
-56.607025,-498.649923,20.000000
-53.215928,-498.649923,20.000000
-50.458181,-498.649923,20.000000
-45.548408,-498.649923,20.000000
-40.707656,-498.649923,20.000000
-39.416952,-498.649923,20.000000
-39.158808,-498.649923,20.000000
-33.834142,-498.649923,20.000000
-30.215928,-498.649923,20.000000
-29.396919,-498.649923,20.000000
-27.458181,-498.649923,20.000000
-25.699234,-498.649923,20.000000
-22.617830,-498.649923,20.000000
-22.548408,-498.649923,20.000000
-20.049993,-498.649923,20.000000
-17.910129,-498.649923,20.000000
-16.416952,-498.649923,20.000000
-16.158808,-498.649923,20.000000
-16.126909,-498.649923,20.000000
-14.640892,-498.649923,20.000000
-13.402545,-498.649923,20.000000
-12.370589,-498.649923,20.000000
-11.510625,-498.649923,20.000000
-10.834142,-498.649923,20.000000
-10.793989,-498.649923,20.000000
-10.196792,-498.649923,20.000000
-9.699128,-498.649923,20.000000
-9.284408,-498.649923,20.000000
-8.938808,-498.649923,20.000000
-8.650808,-498.649923,20.000000
-8.410808,-498.649923,20.000000
-8.210808,-498.649923,20.000000
-8.010808,-498.649923,20.000000
-7.770808,-498.649923,20.000000
-7.482808,-498.649923,20.000000
-7.215928,-498.649923,20.000000
-7.137208,-498.649923,20.000000
-6.722488,-498.649923,20.000000
-6.396919,-498.649923,20.000000
-6.224824,-498.649923,20.000000
-5.627627,-498.649923,20.000000
-4.910991,-498.649923,20.000000
-4.051028,-498.649923,20.000000
-3.019072,-498.649923,20.000000
-2.699234,-498.649923,20.000000
-1.780725,-498.649923,20.000000
-0.294708,-498.649923,20.000000
0.382170,-498.649923,20.000000
0.451592,-498.649923,20.000000
1.488512,-498.649923,20.000000
2.950007,-498.649923,20.000000
3.628376,-498.649923,20.000000
5.089871,-498.649923,20.000000
6.196213,-498.649923,20.000000
6.841192,-498.649923,20.000000
6.873091,-498.649923,20.000000
8.359108,-498.649923,20.000000
9.277618,-498.649923,20.000000
9.597455,-498.649923,20.000000
10.629411,-498.649923,20.000000
11.489375,-498.649923,20.000000
12.165858,-498.649923,20.000000
12.206011,-498.649923,20.000000
12.803208,-498.649923,20.000000
12.975303,-498.649923,20.000000
13.300872,-498.649923,20.000000
13.715592,-498.649923,20.000000
14.061192,-498.649923,20.000000
14.349192,-498.649923,20.000000
14.589192,-498.649923,20.000000
14.789192,-498.649923,20.000000
14.989192,-498.649923,20.000000
15.229192,-498.649923,20.000000
15.517192,-498.649923,20.000000
15.862792,-498.649923,20.000000
16.277512,-498.649923,20.000000
16.603081,-498.649923,20.000000
16.775176,-498.649923,20.000000
17.372373,-498.649923,20.000000
17.412525,-498.649923,20.000000
18.089009,-498.649923,20.000000
18.948972,-498.649923,20.000000
19.980928,-498.649923,20.000000
20.300766,-498.649923,20.000000
21.219275,-498.649923,20.000000
22.705292,-498.649923,20.000000
22.737192,-498.649923,20.000000
23.382170,-498.649923,20.000000
24.488512,-498.649923,20.000000
25.950007,-498.649923,20.000000
26.628376,-498.649923,20.000000
28.089871,-498.649923,20.000000
29.126792,-498.649923,20.000000
29.196213,-498.649923,20.000000
29.873091,-498.649923,20.000000
31.359108,-498.649923,20.000000
32.277618,-498.649923,20.000000
32.597455,-498.649923,20.000000
33.629411,-498.649923,20.000000
34.489375,-498.649923,20.000000
35.206011,-498.649923,20.000000
35.803208,-498.649923,20.000000
35.975303,-498.649923,20.000000
36.300872,-498.649923,20.000000
36.715592,-498.649923,20.000000
36.794312,-498.649923,20.000000
37.061192,-498.649923,20.000000
37.349192,-498.649923,20.000000
37.589192,-498.649923,20.000000
37.789192,-498.649923,20.000000
37.989192,-498.649923,20.000000
38.229192,-498.649923,20.000000
38.517192,-498.649923,20.000000
38.862792,-498.649923,20.000000
39.277512,-498.649923,20.000000
39.775176,-498.649923,20.000000
40.372373,-498.649923,20.000000
40.412525,-498.649923,20.000000
41.089009,-498.649923,20.000000
41.948972,-498.649923,20.000000
42.980928,-498.649923,20.000000
44.219275,-498.649923,20.000000
45.705292,-498.649923,20.000000
45.737192,-498.649923,20.000000
45.995336,-498.649923,20.000000
47.488512,-498.649923,20.000000
49.628376,-498.649923,20.000000
52.126792,-498.649923,20.000000
52.196213,-498.649923,20.000000
55.277618,-498.649923,20.000000
57.036564,-498.649923,20.000000
58.975303,-498.649923,20.000000
59.794312,-498.649923,20.000000
63.412525,-498.649923,20.000000
68.737192,-498.649923,20.000000
68.995336,-498.649923,20.000000
70.286039,-498.649923,20.000000
75.126792,-498.649923,20.000000
80.036564,-498.649923,20.000000
82.794312,-498.649923,20.000000
86.185408,-498.649923,20.000000
91.995336,-498.649923,20.000000
93.286039,-498.649923,20.000000
103.036564,-498.649923,20.000000
105.264652,-498.649923,20.000000
109.185408,-498.649923,20.000000
116.286039,-498.649923,20.000000
128.159744,-498.649923,20.000000
128.264652,-498.649923,20.000000
132.185408,-498.649923,20.000000
151.159744,-498.649923,20.000000
151.264652,-498.649923,20.000000
153.159744,-498.649923,20.000000
174.159744,-498.649923,20.000000
176.159744,-498.649923,20.000000
178.159744,-498.649923,20.000000
199.159744,-498.649923,20.000000
201.159744,-498.649923,20.000000
203.159744,-498.649923,20.000000
224.159744,-498.649923,20.000000
226.159744,-498.649923,20.000000
228.159744,-498.649923,20.000000
249.159744,-498.649923,20.000000
251.159744,-498.649923,20.000000
253.159744,-498.649923,20.000000
274.159744,-498.649923,20.000000
276.159744,-498.649923,20.000000
278.159744,-498.649923,20.000000
299.159744,-498.649923,20.000000
301.159744,-498.649923,20.000000
303.159744,-498.649923,20.000000
324.159744,-498.649923,20.000000
326.159744,-498.649923,20.000000
328.159744,-498.649923,20.000000
349.159744,-498.649923,20.000000
351.159744,-498.649923,20.000000
353.159744,-498.649923,20.000000
374.159744,-498.649923,20.000000
376.159744,-498.649923,20.000000
378.159744,-498.649923,20.000000
399.159744,-498.649923,20.000000
401.159744,-498.649923,20.000000
403.159744,-498.649923,20.000000
424.159744,-498.649923,20.000000
426.159744,-498.649923,20.000000
428.159744,-498.649923,20.000000
449.159744,-498.649923,20.000000
451.159744,-498.649923,20.000000
453.159744,-498.649923,20.000000
474.159744,-498.649923,20.000000
476.159744,-498.649923,20.000000
478.159744,-498.649923,20.000000
499.159744,-498.649923,20.000000
501.159744,-498.649923,20.000000
503.159744,-498.649923,20.000000
524.159744,-498.649923,20.000000
526.159744,-498.649923,20.000000
528.159744,-498.649923,20.000000
549.159744,-498.649923,20.000000
551.159744,-498.649923,20.000000
553.159744,-498.649923,20.000000
574.159744,-498.649923,20.000000
576.159744,-498.649923,20.000000
578.159744,-498.649923,20.000000
599.159744,-498.649923,20.000000
601.159744,-498.649923,20.000000
603.159744,-498.649923,20.000000
624.159744,-498.649923,20.000000
626.159744,-498.649923,20.000000
628.159744,-498.649923,20.000000
649.159744,-498.649923,20.000000
651.159744,-498.649923,20.000000
653.159744,-498.649923,20.000000
674.159744,-498.649923,20.000000
676.159744,-498.649923,20.000000
678.159744,-498.649923,20.000000
699.159744,-498.649923,20.000000
701.159744,-498.649923,20.000000
703.159744,-498.649923,20.000000
724.159744,-498.649923,20.000000
726.159744,-498.649923,20.000000
728.159744,-498.649923,20.000000
749.159744,-498.649923,20.000000
751.159744,-498.649923,20.000000
753.159744,-498.649923,20.000000
774.159744,-498.649923,20.000000
776.159744,-498.649923,20.000000
778.159744,-498.649923,20.000000
799.159744,-498.649923,20.000000
801.159744,-498.649923,20.000000
803.159744,-498.649923,20.000000
824.159744,-498.649923,20.000000
826.159744,-498.649923,20.000000
828.159744,-498.649923,20.000000
849.159744,-498.649923,20.000000
851.159744,-498.649923,20.000000
853.159744,-498.649923,20.000000
874.159744,-498.649923,20.000000
876.159744,-498.649923,20.000000
878.159744,-498.649923,20.000000
899.159744,-498.649923,20.000000
901.159744,-498.649923,20.000000
903.159744,-498.649923,20.000000
924.159744,-498.649923,20.000000
926.159744,-498.649923,20.000000
928.159744,-498.649923,20.000000
949.159744,-498.649923,20.000000
951.159744,-498.649923,20.000000
953.159744,-498.649923,20.000000
974.159744,-498.649923,20.000000
976.159744,-498.649923,20.000000
978.159744,-498.649923,20.000000
999.159744,-498.649923,20.000000
1001.159744,-498.649923,20.000000
1003.159744,-498.649923,20.000000
1024.159744,-498.649923,20.000000
1026.159744,-498.649923,20.000000
1028.159744,-498.649923,20.000000
1049.159744,-498.649923,20.000000
1051.159744,-498.649923,20.000000
1053.159744,-498.649923,20.000000
1074.159744,-498.649923,20.000000
1076.159744,-498.649923,20.000000
1078.159744,-498.649923,20.000000
1099.159744,-498.649923,20.000000
1100.000000,-498.649923,20.000000
-1100.000000,-488.169294,20.000000
-1098.581360,-488.169294,20.000000
-1096.581360,-488.169294,20.000000
-1094.581360,-488.169294,20.000000
-1073.581360,-488.169294,20.000000
-1071.581360,-488.169294,20.000000
-1069.581360,-488.169294,20.000000
-1048.581360,-488.169294,20.000000
-1046.581360,-488.169294,20.000000
-1044.581360,-488.169294,20.000000
-1023.581360,-488.169294,20.000000
-1021.581360,-488.169294,20.000000
-1019.581360,-488.169294,20.000000
-998.581360,-488.169294,20.000000
-996.581360,-488.169294,20.000000
-994.581360,-488.169294,20.000000
-973.581360,-488.169294,20.000000
-971.581360,-488.169294,20.000000
-969.581360,-488.169294,20.000000
-948.581360,-488.169294,20.000000
-946.581360,-488.169294,20.000000
-944.581360,-488.169294,20.000000
-923.581360,-488.169294,20.000000
-921.581360,-488.169294,20.000000
-919.581360,-488.169294,20.000000
-898.581360,-488.169294,20.000000
-896.581360,-488.169294,20.000000
-894.581360,-488.169294,20.000000
-873.581360,-488.169294,20.000000
-871.581360,-488.169294,20.000000
-869.581360,-488.169294,20.000000
-848.581360,-488.169294,20.000000
-846.581360,-488.169294,20.000000
-844.581360,-488.169294,20.000000
-823.581360,-488.169294,20.000000
-821.581360,-488.169294,20.000000
-819.581360,-488.169294,20.000000
-798.581360,-488.169294,20.000000
-796.581360,-488.169294,20.000000
-794.581360,-488.169294,20.000000
-773.581360,-488.169294,20.000000
-771.581360,-488.169294,20.000000
-769.581360,-488.169294,20.000000
-748.581360,-488.169294,20.000000
-746.581360,-488.169294,20.000000
-744.581360,-488.169294,20.000000
-723.581360,-488.169294,20.000000
-721.581360,-488.169294,20.000000
-719.581360,-488.169294,20.000000
-698.581360,-488.169294,20.000000
-696.581360,-488.169294,20.000000
